City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
353,Nipawin,CA,53.3668,-104.0009,62.64,72,90,8.05,haze
354,Praxedis Guerrero,MX,31.3667,-106.0167,86.41,28,66,5.64,broken clouds
355,Ahipara,NZ,-35.1667,173.1667,59.83,86,83,16.4,broken clouds
356,Kalangala,UG,-0.3089,32.225,73.78,59,54,18.75,broken clouds
357,Talcahuano,CL,-36.7167,-73.1167,38.88,93,0,8.05,clear sky
358,Leshukonskoye,RU,64.8989,45.7622,64.04,66,74,7.52,broken clouds
359,Garowe,SO,8.4054,48.4845,79.29,48,40,35.01,scattered clouds
360,Amot,NO,59.5714,7.9877,64.51,67,0,5.17,clear sky
361,Omsukchan,RU,62.5333,155.8,64.71,57,100,3.47,overcast clouds
362,Auki,SB,-8.7676,160.7034,84.85,72,27,5.68,scattered clouds
363,Atyrau,KZ,47.1167,51.8833,91.42,22,0,15.66,clear sky
364,Bandarbeyla,SO,9.4942,50.8122,80.83,54,52,34.92,broken clouds
365,Coahuayana,MX,18.7333,-103.6833,77.05,76,99,4.5,overcast clouds
366,Ayna,PE,-12.65,-73.9167,56.57,76,22,2.51,few clouds
367,Udachnyy,RU,66.4167,112.4,59.67,72,91,12.48,overcast clouds
368,Imbituba,BR,-28.24,-48.6703,62.82,89,96,6.17,overcast clouds
369,Nantucket,US,41.2835,-70.0995,75.0,97,90,10.36,fog
370,Sampang,ID,-7.1872,113.2394,87.75,65,68,3.36,moderate rain
371,Surt,LY,31.2089,16.5887,79.9,70,0,9.95,clear sky
372,Muros,ES,42.7762,-9.0603,69.15,86,0,5.53,clear sky
373,Jiayuguan,CN,39.8167,98.3,92.88,14,0,10.71,clear sky
374,Vestmannaeyjar,IS,63.4427,-20.2734,49.51,87,39,13.89,scattered clouds
375,Pemba,MZ,-12.974,40.5178,66.9,82,40,8.99,scattered clouds
376,Zonguldak,TR,41.25,31.8333,81.5,44,0,1.92,clear sky
377,Faya,SA,18.3851,42.4509,75.31,22,100,9.71,overcast clouds
378,Yaan,NG,7.3833,8.5667,69.37,91,95,4.16,overcast clouds
379,Sao Joao Da Barra,BR,-21.6403,-41.0511,67.93,94,99,6.87,overcast clouds
380,Marsa Matruh,EG,31.3525,27.2453,79.0,78,40,5.75,scattered clouds
381,Namibe,AO,-15.1961,12.1522,68.16,61,0,5.01,clear sky
382,Tottori,JP,35.5,134.2333,91.47,46,40,9.22,scattered clouds
383,Mandalgovi,MN,45.7625,106.2708,75.78,42,0,1.16,clear sky
384,Niono,ML,14.2526,-5.993,79.36,63,71,8.03,broken clouds
385,Ust-Kuyga,RU,70.0167,135.6,40.75,88,100,17.09,overcast clouds
386,Laguna,US,38.421,-121.4238,80.42,60,0,5.37,clear sky
387,Raigarh,IN,21.9,83.4,91.54,46,95,2.55,overcast clouds
388,Umm Lajj,SA,25.0213,37.2685,89.49,41,35,3.87,scattered clouds
389,Shimoda,JP,34.6667,138.95,83.1,77,15,8.59,few clouds
390,Katherine,AU,-14.4667,132.2667,91.72,31,45,8.05,scattered clouds
391,Tuatapere,NZ,-46.1333,167.6833,48.81,97,100,1.86,overcast clouds
392,Montrose,US,38.4166,-108.2673,63.81,58,29,2.53,scattered clouds
393,Nabire,ID,-3.3667,135.4833,83.89,75,67,4.81,broken clouds
394,Husavik,IS,66.0449,-17.3389,48.11,91,99,12.68,overcast clouds
395,Kudahuvadhoo,MV,2.6708,72.8944,82.78,74,51,9.75,broken clouds
396,Yerbogachen,RU,61.2767,108.0108,83.79,41,52,4.99,broken clouds
397,Verkhoyansk,RU,67.5447,133.385,67.03,45,99,20.78,overcast clouds
398,Kabinda,CD,-6.1333,24.4833,71.94,32,92,7.23,overcast clouds
399,Chegdomyn,RU,51.1167,133.0167,80.91,41,67,9.13,broken clouds
400,Emerald,AU,-23.5333,148.1667,73.54,17,13,16.11,few clouds
401,Airai,TL,-8.9266,125.4092,74.26,39,77,2.84,broken clouds
402,Beira,MZ,-19.8436,34.8389,60.89,93,90,10.0,light rain
403,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,83,41,7.76,scattered clouds
404,Deer Lake,CA,49.1667,-57.4316,67.86,83,90,4.61,overcast clouds
405,Poya,NC,-21.35,165.15,77.31,69,5,3.13,clear sky
406,Dubai,AE,25.2582,55.3047,95.22,59,20,8.05,few clouds
407,Port-Cartier,CA,50.0334,-66.8654,54.75,79,11,5.23,few clouds
408,Salmon Arm,CA,50.6998,-119.3024,78.12,31,77,2.3,broken clouds
409,Cidreira,BR,-30.1811,-50.2056,56.03,86,26,13.44,scattered clouds
410,Nichinan,JP,31.6,131.3667,74.88,87,100,7.23,light rain
411,Longyearbyen,SJ,78.2186,15.6401,48.04,76,40,4.61,scattered clouds
412,Hovd,MN,48.0056,91.6419,75.85,28,98,2.55,overcast clouds
413,Touros,BR,-5.1989,-35.4608,72.5,91,5,8.81,clear sky
414,Ouango,CF,4.3133,22.5552,72.34,94,92,2.62,overcast clouds
415,Pangai,TO,-19.8,-174.35,78.91,89,40,14.97,scattered clouds
416,San Policarpo,PH,12.1791,125.5072,83.1,78,73,6.35,broken clouds
417,Kununurra,AU,-15.7667,128.7333,87.78,18,65,8.05,broken clouds
418,Adiake,CI,5.2863,-3.304,78.39,89,100,8.81,light rain
419,Estelle,US,29.8458,-90.1067,80.01,84,90,4.0,overcast clouds
420,Mantua,IT,45.1667,10.7833,72.7,87,100,5.99,overcast clouds
421,Vardo,NO,70.3705,31.1107,52.61,80,91,14.23,light rain
422,Rio Blanco,MX,18.8333,-97.15,62.46,75,99,1.97,overcast clouds
423,Lata,PT,40.1629,-8.3327,62.82,55,0,1.3,clear sky
424,Westport,US,41.1415,-73.3579,79.86,92,83,1.01,broken clouds
425,Sabha,LY,27.0377,14.4283,88.93,25,0,4.38,clear sky
426,Viedma,AR,-40.8135,-62.9967,45.41,65,14,16.67,few clouds
427,Ambilobe,MG,-13.2,49.05,79.45,43,8,4.85,clear sky
428,Toora-Khem,RU,52.4675,96.11,61.56,78,99,4.25,overcast clouds
429,Isabela,PH,6.7085,121.9711,78.85,72,69,2.89,broken clouds
430,Vostok,RU,46.4856,135.8833,85.6,51,42,11.05,scattered clouds
431,Volksrust,ZA,-27.3654,29.8818,37.58,50,0,3.0,clear sky
432,Grindavik,IS,63.8424,-22.4338,49.55,100,90,5.75,mist
433,Ancud,CL,-41.8697,-73.8203,35.13,80,8,5.88,clear sky
434,Port-Gentil,GA,-0.7193,8.7815,69.76,94,40,2.3,scattered clouds
435,Ostersund,SE,63.1792,14.6357,62.62,88,1,4.61,clear sky
436,Uruzgan,AF,32.8333,66.0,88.05,29,59,3.53,broken clouds
437,Anadyr,RU,64.75,177.4833,57.7,82,75,8.95,broken clouds
438,Gananoque,CA,44.3334,-76.1661,66.25,98,100,0.78,overcast clouds
439,Chapais,CA,49.7834,-74.8492,51.58,83,9,2.62,clear sky
440,Ust-Nera,RU,64.5667,143.2,76.53,38,59,6.11,broken clouds
441,Geraldton,AU,-28.7667,114.6,68.13,72,75,8.05,broken clouds
442,Ribeira Grande,PT,38.5167,-28.7,66.47,67,30,9.15,scattered clouds
443,Wewak,PG,-3.5534,143.6268,85.15,72,90,8.63,overcast clouds
444,Linxia,CN,35.6003,103.2064,86.41,33,53,6.67,broken clouds
445,Rondonopolis,BR,-16.4708,-54.6356,68.49,41,0,2.51,clear sky
446,Sompeta,IN,18.9333,84.6,90.32,61,88,8.39,overcast clouds
447,Pyay,MM,18.8167,95.2167,91.72,53,85,6.87,overcast clouds
448,Paveh,IR,35.0434,46.3565,75.4,26,0,3.02,clear sky
449,Aloleng,PH,16.1307,119.7824,86.09,72,60,12.57,moderate rain
450,Taloqan,AF,36.7361,69.5345,93.11,17,4,5.7,clear sky
451,Balaipungut,ID,1.05,101.2833,90.01,47,86,3.02,overcast clouds
452,Rudnogorsk,RU,57.2639,103.7519,90.37,26,47,4.9,scattered clouds
453,Samfya,ZM,-11.3649,29.5565,59.2,73,8,11.99,clear sky
454,Genhe,CN,50.7833,121.5167,77.04,54,100,4.25,light rain
455,Turbat,PK,26.0023,63.044,92.37,47,98,3.33,overcast clouds
456,Hobyo,SO,5.3505,48.5268,81.12,63,82,28.83,broken clouds
457,Mount Isa,AU,-20.7333,139.5,73.17,13,20,13.8,few clouds
458,Waddan,LY,29.1614,16.139,83.61,38,0,3.49,clear sky
459,Sorong,ID,-0.8833,131.25,80.28,85,78,8.16,light rain
460,Maceio,BR,-9.6658,-35.7353,71.04,100,90,4.61,mist
461,Tortoli,IT,39.9256,9.6572,72.99,59,0,2.37,clear sky
462,Temir,KZ,49.1414,57.13,87.48,26,39,8.59,scattered clouds
463,Pasni,PK,25.2631,63.471,84.78,79,67,10.18,broken clouds
464,Borovoy,RU,55.4333,86.0833,63.68,77,40,13.42,light rain
465,Guerrero Negro,MX,27.9769,-114.0611,68.14,85,11,12.48,few clouds
466,Arvin,US,35.2091,-118.8284,90.61,32,0,4.94,clear sky
467,Olinda,BR,-8.0089,-34.8553,71.33,88,75,5.75,broken clouds
468,Poum,NC,-20.2333,164.0167,75.47,86,1,6.78,clear sky
469,Adrar,MR,20.5022,-10.0711,84.29,36,20,11.18,few clouds
470,Cabo Rojo,PR,18.0866,-67.1457,78.98,87,39,6.78,scattered clouds
471,Nuuk,GL,64.1835,-51.7216,49.87,93,96,4.0,overcast clouds
472,Urbano Santos,BR,-3.2078,-43.4036,71.73,99,30,3.11,scattered clouds
473,Huicungo,PE,-7.2833,-76.8,68.05,97,21,2.19,few clouds
474,Shaunavon,CA,49.6501,-108.4181,69.58,43,63,13.02,broken clouds
475,Nhulunbuy,AU,-12.2333,136.7667,81.21,74,75,17.27,broken clouds
476,Lorengau,PG,-2.0226,147.2712,84.24,78,97,9.44,overcast clouds
477,Hvide Sande,DK,56.0045,8.1294,69.21,83,0,23.67,clear sky
478,Calatayud,ES,41.3535,-1.6432,66.78,57,0,1.9,clear sky
479,Hollins,US,37.3413,-79.9431,75.97,88,31,2.17,scattered clouds
480,Koumac,NC,-20.5667,164.2833,77.88,73,1,4.56,clear sky
481,Taksimo,RU,56.3444,114.8794,85.48,36,21,4.54,few clouds
482,Villa Carlos Paz,AR,-31.4241,-64.4978,47.48,48,0,4.0,clear sky
483,Narsaq,GL,60.9167,-46.05,49.93,69,100,4.65,overcast clouds
484,Teknaf,BD,20.8624,92.3058,86.18,70,96,6.55,overcast clouds
485,Noumea,NC,-22.2763,166.4572,80.58,99,26,3.53,scattered clouds
486,Russell,US,32.3502,-85.1999,75.9,87,40,0.0,scattered clouds
487,Victoria Point,AU,-27.5833,153.3,71.29,42,1,11.01,clear sky
488,Zhigansk,RU,66.7697,123.3711,52.65,89,95,7.65,light rain
489,Labuhan,ID,-6.8844,112.2051,82.29,68,72,9.08,broken clouds
490,Guiyang,CN,26.5833,106.7167,82.89,57,75,11.18,broken clouds
491,Zeya,RU,53.75,127.2667,83.77,36,0,6.08,clear sky
492,Pangnirtung,CA,66.1451,-65.7125,57.61,66,54,3.31,broken clouds
493,San Quintin,MX,30.4833,-115.95,67.28,87,30,8.79,scattered clouds
494,Tuytepa,UZ,41.0321,69.3625,82.74,22,54,4.14,broken clouds
495,Sault Sainte Marie,CA,46.5168,-84.3333,59.9,94,1,0.0,clear sky
496,Deputatskiy,RU,69.3,139.9,49.89,88,100,15.28,light rain
497,Zaysan,KZ,47.4667,84.8667,80.67,31,3,11.9,clear sky
498,Nara,JP,34.6851,135.8049,90.77,46,21,11.97,few clouds
499,Uray,RU,60.1247,64.7758,69.06,40,73,4.74,broken clouds
500,Forestville,US,38.8451,-76.875,82.24,85,1,0.0,clear sky
501,Mbour,SN,14.422,-16.9638,79.65,81,34,6.29,scattered clouds
502,Bobo Dioulasso,BF,11.1771,-4.2979,77.45,88,0,2.3,clear sky
503,Osakarovka,KZ,50.565,72.5692,73.02,40,82,16.02,light rain
504,Moree,AU,-29.4667,149.85,59.02,47,90,18.41,overcast clouds
505,Auray,FR,47.6703,-2.9918,60.89,84,0,12.03,clear sky
506,Luderitz,NA,-26.6481,15.1594,58.19,38,0,8.48,clear sky
507,Dabhol,IN,17.6,73.1667,81.59,81,91,9.66,overcast clouds
508,Mamallapuram,IN,12.6264,80.1722,87.85,61,100,10.13,overcast clouds
509,Salinopolis,BR,-0.6136,-47.3561,79.09,82,58,11.7,broken clouds
510,Abu Samrah,SY,35.3029,37.1841,86.83,35,0,8.41,clear sky
511,Dingzhou,CN,38.5131,114.9956,86.11,69,99,10.92,light rain
512,Hualmay,PE,-11.0964,-77.6139,62.31,85,30,5.82,scattered clouds
513,Den Helder,NL,52.9599,4.7593,64.98,89,0,7.0,clear sky
514,Mocajuba,BR,-2.5842,-49.5072,73.2,93,2,3.09,clear sky
515,Ous,RU,60.9058,61.5186,71.35,44,62,2.95,broken clouds
516,Chesma,RU,53.8111,60.6533,69.06,67,66,9.15,broken clouds
517,Timberlake,US,37.3207,-79.2575,75.83,95,17,2.95,few clouds
518,Bagua Grande,PE,-5.7561,-78.4411,70.45,88,12,2.71,light rain
519,Vanavara,RU,60.34,102.2797,85.82,35,18,1.86,few clouds
520,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,61,40,11.5,scattered clouds
521,Hirado,JP,33.3597,129.5531,79.95,74,100,8.03,light rain
522,Coatepec Harinas,MX,18.8949,-99.7215,52.21,91,87,2.28,overcast clouds
523,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,83,0,13.8,clear sky
524,Lakselv,NO,70.0513,24.9718,62.42,51,20,11.5,few clouds
525,Tiznit,MA,29.5833,-9.5,79.0,30,3,0.47,clear sky
526,Portobelo,PA,9.55,-79.65,79.86,86,99,7.31,overcast clouds
527,Bonavista,CA,48.6499,-53.1147,62.6,96,96,14.12,overcast clouds
528,Norman Wells,CA,65.282,-126.8329,62.64,39,40,5.75,scattered clouds
529,Zhaotong,CN,27.3167,103.7167,64.99,90,100,0.72,light rain
530,Mitsamiouli,KM,-11.3847,43.2844,78.44,61,8,9.64,clear sky
531,Chambersburg,US,39.9376,-77.6611,76.5,93,100,5.86,overcast clouds
532,Krasnyy Chikoy,RU,50.3643,108.7512,63.28,96,100,0.76,moderate rain
533,Issa,RU,53.8705,44.8578,77.95,62,0,5.3,clear sky
534,Maragogi,BR,-9.0122,-35.2225,71.44,93,20,7.18,few clouds
535,Alihe,CN,50.5667,123.7167,82.15,41,100,1.92,overcast clouds
536,San Carlos De Bariloche,AR,-41.1456,-71.3082,35.35,55,20,20.71,few clouds
537,Myitkyina,MM,25.3833,97.4,82.63,85,96,1.25,overcast clouds
538,Morant Bay,JM,17.8815,-76.4093,82.02,84,100,10.56,overcast clouds
539,Slavutych,UA,51.5196,30.7343,80.2,63,6,5.21,clear sky
540,Hare Bay,CA,48.8499,-54.0148,67.35,88,91,9.8,overcast clouds
541,Nuevo Progreso,MX,23.1667,-97.95,80.6,82,84,5.59,broken clouds
542,Iquique,CL,-20.2208,-70.1431,59.04,80,46,3.67,scattered clouds
543,Necochea,AR,-38.5473,-58.7368,45.03,81,94,19.17,overcast clouds
544,Klaksvik,FO,62.2266,-6.589,52.72,88,97,22.73,overcast clouds
545,Jonuta,MX,18.0833,-92.1333,74.14,92,100,2.42,overcast clouds
546,Hollabrunn,AT,48.55,16.0833,71.64,83,98,9.1,overcast clouds
547,Port Hedland,AU,-20.3167,118.5667,80.65,12,61,9.22,broken clouds
548,Hailar,CN,49.2,119.7,79.23,53,100,6.31,overcast clouds
549,Chodziez,PL,52.995,16.9198,71.37,87,56,8.28,broken clouds
550,Dunedin,NZ,-45.8742,170.5036,49.8,92,92,8.99,overcast clouds
551,Cap Malheureux,MU,-19.9842,57.6142,75.47,69,18,10.0,few clouds
552,Pichayevo,RU,53.2363,42.2032,79.79,59,0,2.51,clear sky
553,Nenjiang,CN,49.1833,125.2167,83.34,59,98,6.38,overcast clouds
554,Ayan,RU,56.45,138.1667,63.25,77,85,7.23,overcast clouds
555,Kaitangata,NZ,-46.2817,169.8464,46.81,95,78,1.45,moderate rain
556,Aasiaat,GL,68.7098,-52.8699,40.44,84,32,9.46,scattered clouds
557,Atherton,GB,53.5237,-2.4935,67.55,94,0,1.16,clear sky
558,Gorontalo,ID,0.5412,123.0595,77.25,93,100,2.77,overcast clouds
559,Ayagoz,KZ,47.9714,80.4392,79.74,22,37,9.91,scattered clouds
560,San Luis,AR,-33.295,-66.3356,41.74,33,1,11.05,clear sky
561,Kabare,CD,-2.4683,28.8242,64.49,73,61,3.15,broken clouds
562,Vredendal,ZA,-31.6683,18.5012,48.58,28,0,3.09,clear sky
563,Pomabamba,PE,-8.8333,-77.4667,47.62,85,34,3.18,scattered clouds
564,Kyzyl-Mazhalyk,RU,51.1333,90.6,75.85,35,6,2.71,clear sky
565,Sola,VU,-13.8833,167.55,80.6,82,24,17.49,few clouds
566,Horta,PT,38.5333,-28.6333,65.35,69,32,8.72,scattered clouds
567,Cururupu,BR,-1.8283,-44.8683,73.26,97,12,3.8,few clouds
568,Vera Cruz,BR,-12.6333,-41.0333,63.97,90,29,2.15,scattered clouds
569,Berezovyy,RU,51.6667,135.7,85.53,37,58,12.24,broken clouds
570,Katangli,RU,51.7102,143.2326,83.12,53,51,16.49,broken clouds
571,Waitati,NZ,-45.75,170.5667,49.8,92,100,5.23,overcast clouds
572,Chaohu,CN,31.6,117.8667,78.91,92,100,8.21,moderate rain
573,Damara,CF,4.9608,18.7035,71.02,95,99,1.01,overcast clouds
574,Amursk,RU,50.2261,136.8994,89.58,49,74,8.88,broken clouds
575,Shangrao,CN,28.4532,117.9686,89.83,62,99,7.76,overcast clouds
576,Prudentopolis,BR,-25.2131,-50.9778,56.05,99,99,1.72,overcast clouds
577,Havoysund,NO,70.9963,24.6622,50.88,96,100,17.54,light rain
578,Sivas,TR,39.7916,37.0019,74.26,46,0,1.83,clear sky
579,Onguday,RU,50.75,86.15,71.29,47,54,9.1,broken clouds
580,Debre Tabor,ET,11.85,38.0167,55.9,77,100,1.61,overcast clouds
581,Matata,NZ,-37.8833,176.75,62.58,96,100,23.4,light rain
582,Seydi,TM,39.4816,62.9137,96.33,13,57,16.11,broken clouds
583,Mecca,SA,21.4267,39.8261,92.93,17,100,5.77,overcast clouds
584,Glushkovo,RU,51.3392,34.6328,76.51,70,3,5.95,clear sky
585,Uige,AO,-7.6087,15.0613,62.58,75,10,2.57,clear sky
586,Talakan,RU,50.3167,130.3667,81.77,42,52,10.16,broken clouds
587,Huron,US,41.1501,-82.5499,70.86,97,100,4.81,light rain
588,Bani,DO,18.2833,-70.3333,78.85,80,53,10.29,broken clouds
589,Korla,CN,41.7597,86.1469,96.76,18,49,7.92,scattered clouds
590,Ballarat,AU,-37.5662,143.8496,48.18,93,96,12.75,light rain
591,Yandyki,RU,45.7691,47.1258,92.32,24,13,11.34,few clouds
592,Awjilah,LY,29.1081,21.2869,81.61,45,1,9.13,clear sky
593,Dongsheng,CN,39.8161,109.9776,86.04,33,46,6.02,scattered clouds
594,Caravelas,BR,-17.7125,-39.2481,67.39,93,2,4.34,clear sky
595,Victor Harbor,AU,-35.5667,138.6167,57.9,73,68,1.99,broken clouds
596,Novo Cruzeiro,BR,-17.4681,-41.8753,55.6,86,0,1.83,clear sky
597,Weymouth,US,42.2209,-70.9398,74.77,92,95,4.61,overcast clouds
598,Mogok,MM,22.9167,96.5,72.28,94,100,1.97,overcast clouds
599,Yantikovo,RU,55.8216,47.9104,75.92,56,15,8.21,few clouds
600,Dali,CN,25.7,100.1833,77.79,56,96,4.52,overcast clouds
601,Qui Nhon,VN,13.7667,109.2333,88.36,61,71,9.98,broken clouds
602,Griffith,US,41.5284,-87.4237,69.91,94,90,1.01,mist
603,Brae,GB,60.3964,-1.353,53.51,86,100,20.42,overcast clouds
604,Ginir,ET,7.1333,40.7,60.49,72,100,8.23,light rain
605,Alghero,IT,40.5589,8.3181,64.49,94,20,1.14,few clouds
606,Marawi,PH,7.9986,124.2928,78.51,78,90,4.54,overcast clouds
607,Spas-Demensk,RU,54.4122,34.0226,78.19,64,30,2.46,scattered clouds
608,Iqaluit,CA,63.7506,-68.5145,53.33,81,40,5.01,scattered clouds
609,Joutseno,FI,61.118,28.5076,68.54,56,0,7.83,clear sky
610,Vilhena,BR,-12.7406,-60.1458,67.06,50,0,1.77,clear sky
611,Gamba,GA,-2.65,10.0,71.73,80,87,2.57,overcast clouds
612,Vila,PT,42.0304,-8.1588,61.68,48,0,4.38,clear sky
613,Doha,QA,25.2867,51.5333,96.78,59,20,19.57,few clouds
614,Peace River,CA,56.2501,-117.286,53.91,87,90,11.5,overcast clouds
615,Beloha,MG,-25.1667,45.05,70.02,64,4,11.83,clear sky
616,Fairbanks,US,64.8378,-147.7164,78.8,52,1,1.99,clear sky
617,Centralia,US,46.7162,-122.9543,63.86,79,40,0.0,scattered clouds
618,Kaeo,NZ,-35.1,173.7833,60.33,91,100,14.63,overcast clouds
619,Melo,UY,-32.3667,-54.1833,45.12,92,24,4.32,few clouds
620,Mildura,AU,-34.2,142.15,55.08,87,75,16.11,broken clouds
621,Kenai,US,60.5544,-151.2583,59.09,86,23,7.34,few clouds
622,Uyuni,BO,-20.4597,-66.825,32.05,19,0,9.24,clear sky
623,Smolenka,RU,52.1352,113.4974,82.47,51,20,2.24,few clouds
624,Hakkari,TR,37.5833,44.1667,72.52,41,5,3.87,clear sky
625,Praia,CV,14.9215,-23.5087,73.94,83,20,8.05,few clouds
626,Fort Nelson,CA,58.8053,-122.7002,45.99,93,90,4.61,light rain
627,Papara,BR,-3.9839,-38.7273,77.68,94,5,3.42,clear sky
628,Chililabombwe,ZM,-12.3648,27.8229,55.69,77,24,9.35,few clouds
629,Savinka,RU,50.0785,47.0994,86.13,38,69,4.83,broken clouds
630,Luanda,AO,-8.8368,13.2343,71.6,94,75,2.3,broken clouds
631,Ardakan,IR,32.31,54.0175,88.18,24,47,9.86,scattered clouds
632,Pinar Del Rio,CU,22.4175,-83.6981,75.87,84,99,5.48,overcast clouds
633,Mount Darwin,ZW,-16.7725,31.5838,56.89,64,53,4.05,broken clouds
634,Mankera,PK,31.3866,71.4407,106.57,29,4,5.46,clear sky
635,Aylmer,CA,42.7668,-80.983,65.91,89,100,8.16,light rain
636,Riberalta,BO,-10.9833,-66.1,73.47,66,0,0.87,clear sky
637,Ewo,CG,-0.8725,14.8206,75.45,58,28,6.26,scattered clouds
638,Port Moresby,PG,-9.4431,147.1797,85.42,70,75,11.5,haze
639,Kjollefjord,NO,70.9457,27.3465,50.14,90,100,16.4,overcast clouds
640,Maniitsoq,GL,65.4167,-52.9,47.89,81,62,5.5,broken clouds
641,Ipswich,GB,52.0592,1.1555,61.12,91,0,7.54,clear sky
642,Lago Da Pedra,BR,-4.3333,-45.1667,70.02,97,43,1.63,scattered clouds
643,Big Spring,US,32.2504,-101.4787,83.68,65,1,4.0,clear sky
644,Narrabri,AU,-30.3167,149.7833,53.53,71,75,24.16,broken clouds
645,Hokitika,NZ,-42.7167,170.9667,54.07,95,100,11.9,overcast clouds
646,Pimentel,PE,-6.8367,-79.9342,64.42,87,49,9.31,scattered clouds
647,Gambissara,SN,13.2382,-14.3108,76.44,93,100,5.46,overcast clouds
648,Wairoa,NZ,-39.0333,177.3667,62.6,80,100,13.0,overcast clouds
649,Eldorado,BR,-23.7869,-54.2836,60.08,97,87,3.11,overcast clouds
650,Colares,PT,38.7992,-9.4469,72.59,72,0,8.99,clear sky
651,Watsa,CD,3.0372,29.5355,67.32,89,100,1.39,overcast clouds
652,Mayahi,NE,13.9553,7.6712,79.57,68,97,14.94,overcast clouds
653,Ambon,ID,-3.6954,128.1814,75.34,94,40,5.75,moderate rain
654,Waipawa,NZ,-41.4122,175.5153,56.03,83,96,21.94,overcast clouds
655,Roald,NO,62.5833,6.1333,63.1,82,90,20.71,overcast clouds
656,Saint Anthony,US,45.0205,-93.218,68.99,81,1,0.0,clear sky
657,Le Port,RE,-20.9373,55.2919,73.36,69,20,5.14,few clouds
658,Kisangani,CD,0.5167,25.2,74.91,84,88,2.62,overcast clouds
659,Gidam,IN,18.9833,81.4,90.86,54,77,2.8,broken clouds
660,Muzhi,RU,65.3667,64.6667,58.71,61,100,5.86,overcast clouds
661,Oksfjord,NO,70.2396,22.3479,62.67,91,100,5.95,light rain
662,Havre-Saint-Pierre,CA,50.2334,-63.5986,57.2,94,1,5.75,clear sky
663,Buchanan,LR,5.8808,-10.0467,75.16,90,100,10.4,moderate rain
664,Matagami,CA,49.7502,-77.6328,53.71,94,20,0.0,few clouds
665,Pangkalanbuun,ID,-2.6833,111.6167,82.92,77,77,6.08,broken clouds
666,Ulkan,RU,57.243,107.3223,88.7,29,100,5.57,overcast clouds
667,Liverpool,GB,53.4106,-2.9779,65.64,79,0,4.0,clear sky
668,Komsomolskiy,UZ,40.4272,71.7189,77.72,50,54,4.61,broken clouds
669,Evensk,RU,61.95,159.2333,57.15,78,100,7.96,overcast clouds
670,Kazanka,UA,47.8462,32.8218,79.11,61,33,10.31,scattered clouds
671,Vung Tau,VN,10.346,107.0843,87.12,65,33,7.9,scattered clouds
672,Gizo,SB,-8.103,156.8419,84.99,77,34,12.41,light rain
673,Bosaso,SO,11.2842,49.1816,93.18,38,75,20.71,broken clouds
674,Sohag,EG,26.557,31.6948,86.29,20,38,6.46,scattered clouds
675,Winchester,GB,51.0651,-1.3187,64.96,84,0,3.0,clear sky
676,Folldal,NO,62.1325,9.9968,57.6,66,34,4.74,scattered clouds
677,Ivnya,RU,51.0629,36.1343,76.91,66,2,5.91,clear sky
678,Abalak,RU,58.1286,68.5944,65.84,53,55,5.01,broken clouds
679,Hofn,IS,64.2539,-15.2082,53.42,71,26,10.56,scattered clouds
680,Verkhnyaya Inta,RU,65.9811,60.3094,66.79,53,3,6.2,clear sky
681,Rocha,UY,-34.4833,-54.3333,42.62,91,32,6.29,scattered clouds
682,Parangan,PH,5.0839,119.9383,84.09,70,97,10.65,light rain
683,Huarmey,PE,-10.0681,-78.1522,63.23,86,33,6.91,scattered clouds
684,Mwinilunga,ZM,-11.7358,24.4293,57.49,61,9,9.01,clear sky
685,Kasongo-Lunda,CD,-6.4667,16.8167,68.27,40,69,0.56,broken clouds
686,Trstena,SK,49.361,19.6125,72.19,96,97,3.74,overcast clouds
687,Santa Lucia,ES,27.9117,-15.5407,60.12,83,0,26.46,clear sky
688,Warwick,US,41.7001,-71.4162,74.55,95,78,2.06,broken clouds
689,Murchison,NZ,-41.8,172.3333,52.36,96,100,6.53,light rain
690,Sakata,JP,38.9167,139.855,84.38,74,20,9.22,few clouds
691,Sao Joao De Pirabas,BR,-0.7747,-47.1772,77.68,83,55,7.29,broken clouds
692,Panlaitan,PH,12.1191,119.8486,79.95,85,100,8.08,light rain
693,Kolondieba,ML,11.0882,-6.8926,70.57,94,100,4.38,overcast clouds
694,Marzuq,YE,14.4,46.4667,85.42,26,100,9.91,overcast clouds
695,Taganak,PH,6.0833,118.3,91.54,68,51,6.35,broken clouds
696,Olga,RU,43.7444,135.2892,85.6,55,15,10.92,few clouds
697,Yatou,CN,37.15,122.3833,81.86,73,26,8.88,light rain
698,Teahupoo,PF,-17.8333,-149.2667,73.36,75,51,24.54,light rain
699,Caldwell,US,43.6629,-116.6874,79.92,45,1,1.99,clear sky
700,Quatre Cocos,MU,-20.2078,57.7625,75.09,67,38,20.78,scattered clouds
701,Calvinia,ZA,-31.4707,19.776,44.64,34,0,6.42,clear sky
702,Kharp,RU,66.8014,65.8081,59.04,54,28,6.6,scattered clouds
703,Mandera,KE,3.9366,41.867,80.82,47,74,23.13,broken clouds
704,Caranavi,BO,-15.8167,-67.55,61.74,95,81,1.43,broken clouds
